model,benchmark,category,template,count,denominator,percentage
Goedel-32B,FATE-M,Tactic failure,"tactic 'ID' failed, requires an inductive type with NUM constructors",1,31855,0.003139
Goedel-32B,FATE-M,Tactic failure,"tactic 'ID' failed, the goal 'ID' is not of the form 'ID' or 'ID'",1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,argument 'ID' was already set,1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,don't know how to synthesize placeholder for argument 'ID',1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,expected type must not contain metavariables,1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,"failed to elaborate eliminator, insufficient number of arguments, expected type:",1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,invalid 'ID' notation: The expected type 'ID' has no constructors,1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,invalid patterns: 'ID' occurs only in positions inaccessible to pattern matching,1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,invalid projection: Cannot project a value of non-propositional type,1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,"invalid {...} notation, expected type is not known",1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,"invalid {...} notation, structure type expected",1,31855,0.003139
Goedel-32B,FATE-M,Type mismatch,type mismatch when assigning motive,1,31855,0.003139
Goedel-32B,FATE-M,Unresolved name,unknown universe level 'ID',1,31855,0.003139
Goedel-32B,ProofNet,Missing instance,failed to synthesize,8032,51239,15.675560
Goedel-32B,ProofNet,Unsolved goals,unsolved goals,6971,51239,13.604871
Goedel-32B,ProofNet,Unresolved name,unknown constant 'ID',6857,51239,13.382385
Goedel-32B,ProofNet,Unresolved name,unknown identifier 'ID',4711,51239,9.194169
Goedel-32B,ProofNet,Unresolved name,"invalid field 'ID', the environment does not contain 'ID'",4604,51239,8.985343
Goedel-32B,ProofNet,Type mismatch,type mismatch,2902,51239,5.663655
Goedel-32B,ProofNet,Type mismatch,application type mismatch,2375,51239,4.635141
Goedel-32B,ProofNet,Type mismatch,"invalid field notation, type is not of the form (C ...) where C is a constant",2299,51239,4.486817
Goedel-32B,ProofNet,Tactic failure,tactic 'ID' made no progress,1421,51239,2.773278
Goedel-32B,ProofNet,Tactic failure,linarith failed to find a contradiction,1155,51239,2.254142
Goedel-32B,ProofNet,Unresolved name,"overloaded, errors",1068,51239,2.084350
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, equality or iff proof expected",1002,51239,1.955542
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, did not find the pattern in the target expression",843,51239,1.645231
Goedel-32B,ProofNet,Type mismatch,function expected at 'ID',719,51239,1.403228
Goedel-32B,ProofNet,Syntax error,expected token,697,51239,1.360292
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, nested error",679,51239,1.325162
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, failed to unify",517,51239,1.008997
Goedel-32B,ProofNet,Tactic failure,omega could not prove the goal:,498,51239,0.971916
Goedel-32B,ProofNet,Unresolved name,"ambiguous, possible interpretations",355,51239,0.692832
Goedel-32B,ProofNet,Tactic failure,rcases tactic failed: 'ID' is not an inductive datatype,349,51239,0.681122
Goedel-32B,ProofNet,Tactic failure,no goals to be solved,308,51239,0.601105
Goedel-32B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected command,285,51239,0.556217
Goedel-32B,ProofNet,Tactic failure,tactic 'ID' failed,272,51239,0.530846
Goedel-32B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or identifier,191,51239,0.372763
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, insufficient number of binders",161,51239,0.314214
Goedel-32B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN',119,51239,0.232245
Goedel-32B,ProofNet,Type mismatch,invalid argument: variable 'ID' is not a proposition or let-declaration,116,51239,0.226390
Goedel-32B,ProofNet,Type mismatch,"invalid field notation, function 'ID' does not have an argument with the required receiver type",114,51239,0.222487
Goedel-32B,ProofNet,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type",111,51239,0.216632
Goedel-32B,ProofNet,Type mismatch,"invalid constructor ⟨...⟩, insufficient number of arguments for 'ID'",111,51239,0.216632
Goedel-32B,ProofNet,Tactic failure,tauto failed to solve some goals.,106,51239,0.206874
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, possible reasons",89,51239,0.173696
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, motive is not type correct",79,51239,0.154179
Goedel-32B,ProofNet,Type mismatch,"type expected, got",73,51239,0.142470
Goedel-32B,ProofNet,Type mismatch,stuck at solving universe constraint,64,51239,0.124905
Goedel-32B,ProofNet,Tactic failure,tactic 'ID' failed for proposition,53,51239,0.103437
Goedel-32B,ProofNet,Tactic failure,interval_cases failed: unsupported type 'TYPE',51,51239,0.099534
Goedel-32B,ProofNet,Missing instance,"typeclass instance problem is stuck, it is often due to metavariables",50,51239,0.097582
Goedel-32B,ProofNet,Type mismatch,"invalid 'ID' step, left-hand side is",50,51239,0.097582
Goedel-32B,ProofNet,Type mismatch,"invalid pattern variable 'ID', must be atomic",44,51239,0.085872
Goedel-32B,ProofNet,Missing instance,type class instance expected,43,51239,0.083920
Goedel-32B,ProofNet,Tactic failure,rcases tactic failed: 'TERM',41,51239,0.080017
Goedel-32B,ProofNet,Tactic failure,"'ID' tactic failed, has type",35,51239,0.068307
Goedel-32B,ProofNet,Tactic failure,"aesop: error in norm simp: tactic 'ID' failed, nested error",32,51239,0.062452
Goedel-32B,ProofNet,Type mismatch,mod_cast has type,32,51239,0.062452
Goedel-32B,ProofNet,Tactic failure,not a positivity goal,30,51239,0.058549
Goedel-32B,ProofNet,Unresolved name,"ambiguous term, use fully qualified name, possible interpretations ['ID']",30,51239,0.058549
Goedel-32B,ProofNet,Missing instance,"invalid 'TYPE' step, failed to synthesize 'TYPE' instance",29,51239,0.056598
Goedel-32B,ProofNet,Type mismatch,expected a term of the shape 'ID' or 'ID',29,51239,0.056598
Goedel-32B,ProofNet,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonnegativity if desired",28,51239,0.054646
Goedel-32B,ProofNet,Unresolved name,'ID' is not a field of structure 'ID',28,51239,0.054646
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, major premise type is not an inductive type",27,51239,0.052694
Goedel-32B,ProofNet,Type mismatch,"numerals are data in Lean, but the expected type is a proposition",25,51239,0.048791
Goedel-32B,ProofNet,Syntax error,unexpected identifier; expected command,24,51239,0.046839
Goedel-32B,ProofNet,Type mismatch,"invalid projection, structure expected",16,51239,0.031226
Goedel-32B,ProofNet,Type mismatch,expected type must not contain free or meta variables,15,51239,0.029275
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, 'ID' is not an inductive datatype",14,51239,0.027323
Goedel-32B,ProofNet,Type mismatch,failed to solve universe constraint,12,51239,0.023420
Goedel-32B,ProofNet,Unresolved name,unknown tactic 'ID',12,51239,0.023420
Goedel-32B,ProofNet,Type mismatch,unexpected relation type,11,51239,0.021468
Goedel-32B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or 'TOKEN'",10,51239,0.019516
Goedel-32B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected identifier,10,51239,0.019516
Goedel-32B,ProofNet,Tactic failure,failed to prove positivity/nonnegativity/nonzeroness,9,51239,0.017565
Goedel-32B,ProofNet,Tactic failure,"invalid 'ID' tactic, expected type has not been provided",9,51239,0.017565
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, failed to prove the goal",9,51239,0.017565
Goedel-32B,ProofNet,Syntax error,unexpected identifier; expected 'TOKEN',8,51239,0.015613
Goedel-32B,ProofNet,Tactic failure,"extensionality tactic only applies to equalities, not 'TYPE'",8,51239,0.015613
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, no applicable constructor found",8,51239,0.015613
Goedel-32B,ProofNet,Tactic failure,case tag 'ID' not found,7,51239,0.013661
Goedel-32B,ProofNet,Tactic failure,tactic 'ID' proved that the proposition,7,51239,0.013661
Goedel-32B,ProofNet,Missing instance,choose!: failed to synthesize any nonempty instances 'TYPE',6,51239,0.011710
Goedel-32B,ProofNet,Tactic failure,"invalid 'ID', proposition expected",6,51239,0.011710
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, invalid equality proof, it is not of the form (x = t) or (t = x)",6,51239,0.011710
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, requires an inductive type with NUM constructors",6,51239,0.011710
Goedel-32B,ProofNet,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type with only one constructor",6,51239,0.011710
Goedel-32B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected term,5,51239,0.009758
Goedel-32B,ProofNet,Tactic failure,expected 'ID' or indented tactic sequence,5,51239,0.009758
Goedel-32B,ProofNet,Termination failure,fail to show termination for,5,51239,0.009758
Goedel-32B,ProofNet,Type mismatch,"invalid projection, the expression",5,51239,0.009758
Goedel-32B,ProofNet,Unresolved name,'ID' has already been declared,5,51239,0.009758
Goedel-32B,ProofNet,Unresolved name,unknown universe level 'ID',5,51239,0.009758
Goedel-32B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN' or 'TOKEN'",4,51239,0.007807
Goedel-32B,ProofNet,Tactic failure,interval_cases failed: could not find upper bound on 'TERM',4,51239,0.007807
Goedel-32B,ProofNet,Tactic failure,no applicable extensionality theorem found for 'TYPE',4,51239,0.007807
Goedel-32B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or tactic,3,51239,0.005855
Goedel-32B,ProofNet,Tactic failure,failed to rewrite using equation theorems for 'ID',3,51239,0.005855
Goedel-32B,ProofNet,Type mismatch,"failed to prove index is valid, possible solutions:",3,51239,0.005855
Goedel-32B,ProofNet,Type mismatch,"invalid projection, structure has only NUM field(s)",3,51239,0.005855
Goedel-32B,ProofNet,Type mismatch,"invalid {...} notation, expected type is not of the form (C ...)",3,51239,0.005855
Goedel-32B,ProofNet,Type mismatch,"numerals are data in Lean, but the expected type is universe polymorphic and may be a proposition",3,51239,0.005855
Goedel-32B,ProofNet,Type mismatch,type mismatch when assigning motive,3,51239,0.005855
Goedel-32B,ProofNet,Syntax error,unexpected end of input; expected 'TOKEN',2,51239,0.003903
Goedel-32B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN' or term",2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,alternative 'ID' has not been provided,2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonzeroness if desired",2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,index in target's type is not a variable (consider using the 'ID' tactic instead),2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,invalid alternative name 'ID',2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, 'TERM'",2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, no if-then-else conditions to split",2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, pattern is a metavariable",2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,"tactic 'ID' failed, result is not type correct",2,51239,0.003903
Goedel-32B,ProofNet,Tactic failure,unused alternative 'ID',2,51239,0.003903
Goedel-32B,ProofNet,Type mismatch,don't know how to synthesize implicit argument 'ID',2,51239,0.003903
Goedel-32B,ProofNet,Type mismatch,"failed to elaborate eliminator, insufficient number of arguments, expected type:",2,51239,0.003903
Goedel-32B,ProofNet,Type mismatch,failed to infer 'ID' declaration type,2,51239,0.003903
Goedel-32B,ProofNet,Type mismatch,fields missing: 'ID',2,51239,0.003903
Goedel-32B,ProofNet,Syntax error,unexpected identifier; expected 'TOKEN' or 'TOKEN',1,51239,0.001952
Goedel-32B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or 'TOKEN',1,51239,0.001952
Goedel-32B,ProofNet,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or binderPred,1,51239,0.001952
Goedel-32B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN' or term",1,51239,0.001952
Goedel-32B,ProofNet,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN', identifier or term",1,51239,0.001952
Goedel-32B,ProofNet,Tactic failure,'ID' requires either an expected type or a value.,1,51239,0.001952
Goedel-32B,ProofNet,Tactic failure,aesop: exceeded maximum number of normalisation iterations (NUM). This means normalisation probably got stuck in an infinite loop.,1,51239,0.001952
Goedel-32B,ProofNet,Tactic failure,aesop: internal error: extracted proof has metavariables.,1,51239,0.001952
Goedel-32B,ProofNet,Tactic failure,"failed to prove nonzeroness, but it would be possible to prove nonnegativity if desired",1,51239,0.001952
Goedel-32B,ProofNet,Tactic failure,interval_cases failed: could not find bounds on 'TERM',1,51239,0.001952
Goedel-32B,ProofNet,Tactic failure,"tactic failed, resulting expression contains metavariables",1,51239,0.001952
Goedel-32B,ProofNet,Type mismatch,don't know how to synthesize placeholder for argument 'ID',1,51239,0.001952
Goedel-32B,ProofNet,Type mismatch,"invalid 'ID' notation, expected result type of cast is",1,51239,0.001952
Goedel-32B,ProofNet,Type mismatch,"invalid 'ID' notation, the equality",1,51239,0.001952
Goedel-32B,ProofNet,Type mismatch,invalid argument name 'ID' for function 'ID',1,51239,0.001952
Goedel-32B,ProofNet,Type mismatch,"invalid {...} notation, expected type is not known",1,51239,0.001952
Goedel-32B,ProofNet,Type mismatch,unknown metavariable 'ID',1,51239,0.001952
Goedel-32B,Putnam,Resource exhaustion,"(deterministic) timeout at 'ID', maximum number of heartbeats (NUM) has been reached",31895,118779,26.852390
Goedel-32B,Putnam,Unsolved goals,unsolved goals,23128,118779,19.471455
Goedel-32B,Putnam,Tactic failure,linarith failed to find a contradiction,7379,118779,6.212378
Goedel-32B,Putnam,Type mismatch,type mismatch,6489,118779,5.463087
Goedel-32B,Putnam,Missing instance,failed to synthesize,6336,118779,5.334276
Goedel-32B,Putnam,Unresolved name,unknown identifier 'ID',6139,118779,5.168422
Goedel-32B,Putnam,Type mismatch,application type mismatch,4375,118779,3.683311
Goedel-32B,Putnam,Tactic failure,"tactic 'ID' failed, nested error",4118,118779,3.466943
Goedel-32B,Putnam,Tactic failure,tactic 'ID' made no progress,3298,118779,2.776585
Goedel-32B,Putnam,Unresolved name,unknown constant 'ID',3161,118779,2.661245
Goedel-32B,Putnam,Resource exhaustion,"resource exhausted (error code: NUM, cannot allocate memory)",3002,118779,2.527383
Goedel-32B,Putnam,Unresolved name,"invalid field 'ID', the environment does not contain 'ID'",2435,118779,2.050026
Goedel-32B,Putnam,Tactic failure,omega could not prove the goal:,2339,118779,1.969203
Goedel-32B,Putnam,Tactic failure,"tactic 'ID' failed, did not find the pattern in the target expression",1820,118779,1.532257
Goedel-32B,Putnam,Type mismatch,"invalid field notation, type is not of the form (C ...) where C is a constant",1578,118779,1.328518
Goedel-32B,Putnam,Tactic failure,"tactic 'ID' failed, failed to unify",1192,118779,1.003544
Goedel-32B,Putnam,Type mismatch,function expected at 'ID',975,118779,0.820852
Goedel-32B,Putnam,Tactic failure,"tactic 'ID' failed, equality or iff proof expected",970,118779,0.816643
Goedel-32B,Putnam,Tactic failure,"tactic 'ID' failed, possible reasons",837,118779,0.704670
Goedel-32B,Putnam,Tactic failure,"tactic 'ID' failed, insufficient number of binders",464,118779,0.390641
Goedel-32B,Putnam,Tactic failure,no goals to be solved,462,118779,0.388958
Goedel-32B,Putnam,Type mismatch,"invalid field notation, function 'ID' does not have an argument with the required receiver type",449,118779,0.378013
Goedel-32B,Putnam,Type mismatch,"invalid projection, structure expected",423,118779,0.356124
Goedel-32B,Putnam,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type",357,118779,0.300558
Goedel-32B,Putnam,Resource exhaustion,maximum recursion depth has been reached,320,118779,0.269408
Goedel-32B,Putnam,Tactic failure,tactic 'ID' failed,292,118779,0.245835
Goedel-32B,Putnam,Type mismatch,unexpected bound variable #NUM,269,118779,0.226471
Goedel-32B,Putnam,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN',238,118779,0.200372
Goedel-32B,Putnam,Tactic failure,rcases tactic failed: 'ID' is not an inductive datatype,233,118779,0.196163
Goedel-32B,Putnam,Syntax error,unexpected token 'TOKEN'; expected command,205,118779,0.172589
Goedel-32B,Putnam,Type mismatch,invalid pattern: constructor or constant marked with 'ID' expected,166,118779,0.139755
Goedel-32B,Putnam,Unresolved name,"overloaded, errors",157,118779,0.132178
Goedel-32B,Putnam,Syntax error,expected token,148,118779,0.124601
